,0,1
2141,045,029
2142,048,132
2143,034,022
2144,133,095
2145,199,000
2146,146,132
2147,035,057
2148,065,049
2149,176,082
2150,000,182
2151,124,182
2152,172,088
2153,158,160
2154,144,082
2155,104,099
2156,026,084
2157,143,157
2158,166,151
2159,193,114
2160,074,066
2161,007,143
2162,011,194
2163,199,187
2164,098,175
2165,131,052
2166,162,124
2167,058,115
2168,038,002
2169,035,125
2170,089,019
2171,018,189
2172,123,006
2173,172,177
2174,097,150
2175,004,007
2176,197,087
2177,117,165
2178,118,113
2179,068,176
2180,159,160
2181,164,197
2182,158,199
2183,174,052
2184,178,081
2185,152,198
2186,161,005
2187,109,012
2188,077,014
2189,175,045
2190,084,051
2191,038,198
2192,176,029
2193,123,080
2194,061,092
2195,063,152
2196,130,014
2197,143,029
2198,128,001
2199,049,075
2200,061,002
2201,068,047
2202,153,196
2203,084,175
2204,071,065
2205,058,033
2206,065,176
2207,056,054
2208,173,196
2209,079,177
2210,117,195
2211,077,007
2212,161,020
2213,114,185
2214,083,085
2215,081,048
2216,013,028
2217,059,167
2218,147,015
2219,016,002
2220,168,038
2221,094,158
2222,012,170
2223,015,165
2224,061,150
2225,182,092
2226,005,119
2227,166,076
2228,020,040
2229,174,090
2230,148,024
2231,184,144
2232,001,068
2233,000,039
2234,022,029
2235,106,181
2236,162,051
2237,060,132
2238,036,123
2239,191,149
2240,078,161
2241,142,011
2242,149,046
2243,165,189
2244,162,176
2245,120,106
2246,117,029
2247,052,085
2248,141,051
2249,194,085
2250,017,199
2251,116,088
2252,007,197
2253,031,137
2254,077,089
2255,177,136
2256,079,181
2257,006,092
2258,008,070
2259,140,196
2260,156,136
2261,110,134
2262,163,129
2263,098,167
2264,171,040
2265,058,147
2266,095,150
2267,158,092
2268,090,164
2269,098,186
2270,188,142
2271,059,014
2272,082,079
2273,028,060
2274,142,084
2275,155,097
2276,040,121
2277,076,188
2278,037,155
2279,198,092
2280,103,008
2281,086,195
2282,060,174
2283,181,168
2284,198,114
2285,107,007
2286,136,152
2287,114,020
2288,191,173
2289,183,021
2290,116,067
2291,085,044
2292,024,114
2293,062,090
2294,177,094
2295,197,140
2296,123,073
2297,140,050
2298,029,073
2299,052,141
2300,008,046
2301,192,094
2302,161,091
2303,017,078
2304,178,173
2305,128,055
2306,063,118
2307,004,173
2308,031,061
2309,021,028
2310,039,066
2311,175,130
2312,181,197
2313,121,151
2314,073,021
2315,076,006
2316,118,071
2317,044,106
2318,165,077
2319,165,018
2320,189,022
2321,082,057
2322,138,119
2323,156,193
2324,117,105
2325,187,018
2326,178,092
2327,149,009
2328,010,124
2329,190,056
2330,046,153
2331,086,172
2332,076,133
2333,157,095
2334,061,019
2335,094,129
2336,074,142
2337,081,070
2338,169,000
2339,032,042
2340,138,136
2341,105,156
2342,058,032
2343,111,131
2344,008,037
2345,178,048
2346,037,190
2347,196,071
2348,102,059
2349,022,128
2350,109,061
2351,096,052
2352,133,013
2353,178,050
2354,158,147
2355,021,009
2356,069,123
2357,076,075
2358,114,040
2359,109,016
2360,196,115
2361,047,004
2362,103,044
2363,011,123
2364,024,131
2365,198,173
2366,003,156
2367,111,140
2368,171,125
2369,084,012
2370,165,143
2371,001,175
2372,162,000
2373,021,147
2374,138,014
2375,027,186
2376,102,067
2377,165,028
2378,189,026
2379,127,122
2380,127,192
2381,089,023
2382,170,094
2383,064,157
2384,042,181
2385,196,097
2386,161,094
2387,034,006
2388,186,194
2389,173,027
2390,155,084
2391,177,198
2392,036,114
2393,110,166
2394,141,117
2395,159,046
2396,150,164
2397,003,054
2398,099,173
2399,002,091
2400,103,071
2401,097,102
2402,036,167
2403,114,109
2404,059,019
2405,111,061
2406,144,088
2407,116,076
2408,099,149
2409,087,077
2410,125,016
2411,162,065
2412,161,053
2413,056,031
2414,134,044
2415,016,164
2416,186,082
2417,063,191
2418,035,033
2419,075,174
2420,170,068
2421,043,197
2422,116,094
2423,174,094
2424,063,181
2425,117,085
2426,192,160
2427,108,110
2428,117,010
2429,108,097
2430,121,150
2431,093,037
2432,120,148
2433,165,179
2434,192,077
2435,004,069
2436,110,084
2437,003,001
2438,047,064
2439,081,187
2440,034,190
2441,006,087
2442,045,028
2443,075,104
2444,083,102
2445,196,143
2446,163,122
2447,043,185
2448,017,011
2449,062,002
2450,111,097
2451,065,025
2452,123,004
2453,192,105
2454,083,146
2455,081,084
2456,024,155
2457,011,181
2458,039,187
2459,034,003
2460,036,122
2461,018,175
2462,164,106
2463,179,051
2464,140,011
2465,129,056
2466,187,050
2467,128,081
2468,031,009
2469,021,171
2470,159,043
2471,022,097
2472,174,034
2473,106,113
2474,181,138
2475,118,191
2476,066,190
2477,085,124
2478,189,033
2479,124,027
2480,147,104
2481,169,161
2482,196,064
2483,137,178
2484,198,130
2485,058,082
2486,099,103
2487,008,131
2488,187,032
2489,149,183
2490,049,125
2491,111,083
2492,044,178
2493,067,158
2494,029,027
2495,116,193
2496,011,182
2497,024,124
2498,165,133
2499,006,052
2500,158,181
2501,174,029
2502,168,123
2503,182,174
2504,166,136
2505,151,142
2506,136,010
2507,098,033
2508,143,057
2509,024,137
2510,024,160
2511,027,081
2512,028,046
2513,164,151
2514,018,054
2515,155,123
2516,005,103
2517,099,068
2518,092,128
2519,150,182
2520,092,159
2521,155,091
2522,052,170
2523,066,174
2524,076,028
2525,079,163
2526,019,079
2527,009,147
2528,060,091
2529,080,002
2530,108,049
2531,014,022
2532,053,152
2533,148,147
2534,138,020
2535,141,094
2536,074,199
2537,020,062
2538,105,178
2539,149,019
2540,130,158
2541,083,042
2542,181,069
2543,138,124
2544,165,045
2545,076,111
2546,025,140
2547,054,001
2548,082,096
2549,183,094
2550,157,044
2551,063,056
2552,196,167
2553,103,151
2554,185,098
2555,103,188
2556,136,153
2557,079,092
2558,175,082
2559,173,052
2560,176,000
2561,188,001
2562,192,021
2563,182,198
2564,190,162
2565,177,104
2566,015,076
2567,000,130
2568,149,075
2569,153,193
2570,075,118
2571,106,164
2572,121,155
2573,062,047
2574,185,054
2575,056,189
2576,000,027
2577,000,018
2578,152,163
2579,006,069
2580,190,194
2581,176,175
2582,166,191
2583,022,171
2584,004,053
2585,152,115
2586,024,082
2587,121,035
2588,079,108
2589,001,034
2590,031,176
2591,027,155
2592,054,190
2593,119,038
2594,029,193
2595,137,019
2596,116,085
2597,103,024
2598,049,188
2599,001,013
2600,064,072
2601,078,130
2602,189,138
2603,141,000
2604,188,101
2605,053,087
2606,132,114
2607,034,007
2608,066,195
2609,076,109
2610,163,073
2611,034,064
2612,023,021
2613,147,105
2614,176,121
2615,040,079
2616,120,165
2617,022,189
2618,175,057
2619,017,063
2620,041,191
2621,178,153
2622,123,031
2623,079,186
2624,150,079
2625,167,183
2626,058,173
2627,128,065
2628,068,182
2629,161,121
2630,076,084
2631,179,172
2632,174,054
2633,167,161
2634,053,029
2635,140,039
2636,097,157
2637,098,152
2638,172,168
2639,142,078
2640,165,070
2641,048,082
2642,063,008
2643,106,021
2644,172,017
2645,148,074
2646,103,186
2647,199,068
2648,024,198
2649,187,175
2650,036,053
2651,021,044
2652,094,149
2653,023,165
2654,061,127
2655,069,050
2656,081,178
2657,105,153
2658,174,077
2659,156,082
2660,111,026
2661,137,015
2662,025,198
2663,062,179
2664,166,125
2665,113,051
2666,148,106
2667,017,033
2668,058,059
2669,122,184
2670,179,168
2671,095,165
2672,163,147
2673,104,168
2674,168,169
2675,159,072
2676,121,073
2677,037,024
2678,152,199
2679,038,006
2680,101,082
2681,143,153
2682,140,024
2683,031,079
2684,146,080
2685,181,010
2686,046,067
2687,065,151
2688,101,115
2689,063,149
2690,084,172
2691,011,093
2692,045,086
2693,120,034
2694,110,192
2695,066,015
2696,183,080
2697,036,023
2698,108,078
2699,056,083
2700,063,127
2701,080,159
2702,158,065
2703,106,052
2704,122,195
2705,072,181
2706,138,050
2707,149,167
2708,172,062
2709,108,075
2710,083,061
2711,158,148
2712,008,054
2713,090,050
2714,035,132
2715,193,037
2716,191,192
2717,065,192
2718,032,057
2719,109,032
2720,086,134
2721,175,007
2722,120,151
2723,098,046
2724,066,155
2725,198,108
2726,038,147
2727,003,140
2728,046,000
2729,156,106
2730,166,120
2731,174,008
2732,168,010
2733,018,183
2734,085,185
2735,049,044
2736,187,188
2737,070,177
2738,181,042
2739,013,138
2740,141,039
2741,061,104
2742,001,115
2743,045,107
2744,179,054
2745,024,065
2746,072,045
2747,114,050
2748,002,190
2749,074,161
2750,149,068
2751,042,007
2752,125,007
2753,088,078
2754,124,015
2755,050,036
2756,033,027
2757,115,018
2758,173,158
2759,194,046
2760,192,086
2761,138,168
2762,109,147
2763,108,150
2764,039,075
2765,004,137
2766,157,118
2767,073,027
2768,022,115
2769,194,064
2770,107,174
2771,162,157
2772,084,088
2773,184,197
2774,018,011
2775,039,094
2776,053,078
2777,113,194
2778,024,106
2779,179,177
2780,010,084
2781,149,162
2782,018,031
2783,035,049
2784,196,118
2785,048,110
2786,150,113
2787,069,153
2788,187,196
2789,057,178
2790,162,026
2791,142,059
2792,103,095
2793,103,011
2794,197,011
2795,024,125
2796,051,188
2797,000,060
2798,065,165
2799,129,085
2800,001,168
2801,025,024
2802,120,119
2803,110,063
2804,136,097
2805,022,000
2806,049,183
2807,009,123
2808,004,199
2809,019,073
2810,172,108
2811,134,094
2812,009,191
2813,013,096
2814,159,140
2815,182,013
2816,123,094
2817,025,083
2818,081,046
2819,169,178
2820,059,034
2821,110,006
2822,019,174
2823,088,097
2824,028,120
2825,157,029
2826,193,134
2827,123,046
2828,162,063
2829,074,140
2830,036,166
2831,034,192
2832,096,017
2833,125,099
2834,190,171
2835,079,094
2836,099,081
2837,003,008
2838,074,022
2839,016,167
2840,196,095
2841,103,027
2842,086,183
2843,093,121
2844,133,118
2845,169,060
2846,156,185
2847,128,182
2848,004,090
2849,150,158
2850,177,178
2851,070,001
2852,191,196
2853,131,059
2854,158,137
2855,098,110
2856,020,116
2857,070,089
2858,165,134
2859,175,101
2860,061,083
2861,104,060
2862,181,062
2863,114,162
2864,176,074
2865,090,108
2866,174,057
2867,150,008
2868,003,166
2869,160,025
2870,164,053
2871,195,049
2872,163,159
2873,078,172
2874,001,167
2875,013,033
2876,155,153
2877,176,140
2878,123,044
2879,187,134
2880,089,133
2881,037,194
2882,101,162
2883,035,143
2884,093,153
2885,103,078
2886,022,073
2887,136,011
2888,134,187
2889,053,051
2890,105,097
2891,121,122
2892,114,033
2893,120,052
2894,119,151
2895,155,006
2896,158,149
2897,117,132
2898,089,107
2899,064,153
2900,142,179
2901,185,109
2902,046,005
2903,072,195
2904,187,115
2905,004,077
2906,042,032
2907,029,005
2908,144,001
2909,119,079
2910,169,162
2911,047,060
2912,018,050
2913,090,026
2914,021,085
2915,047,005
2916,034,096
2917,183,064
2918,051,178
2919,110,011
2920,170,033
2921,005,047
2922,096,022
2923,021,042
2924,129,026
2925,015,111
2926,095,018
2927,185,073
2928,043,099
2929,113,133
2930,057,074
2931,070,103
2932,197,184
2933,193,160
2934,155,125
2935,012,129
2936,138,082
2937,155,070
2938,068,199
2939,001,057
2940,091,191
2941,152,195
2942,128,050
2943,099,143
2944,080,093
2945,060,040
2946,015,152
2947,189,014
2948,081,012
2949,005,063
2950,110,165
2951,115,084
2952,074,012
2953,097,166
2954,116,093
2955,192,155
2956,141,076
2957,083,182
2958,149,086
2959,157,058
2960,150,194
2961,059,181
2962,114,136
2963,178,035
2964,187,007
2965,013,153
2966,144,003
2967,042,034
2968,103,148
2969,099,174
2970,199,098
2971,047,096
2972,133,192
2973,181,038
2974,093,000
2975,073,125
2976,059,031
2977,136,028
2978,013,012
2979,127,158
2980,067,123
2981,016,192
2982,022,093
2983,066,137
2984,183,043
2985,010,014
2986,161,058
2987,193,092
2988,120,098
2989,198,010
2990,168,046
2991,058,044
2992,187,095
2993,084,068
2994,017,029
2995,144,181
2996,095,175
2997,056,132
2998,049,034
2999,041,140
3000,102,090
3001,141,008
3002,150,196
3003,074,064
3004,061,165
3005,089,049
3006,084,191
3007,108,093
3008,028,025
3009,053,092
3010,097,010
3011,125,003
3012,159,090
3013,014,008
3014,107,090
3015,157,195
3016,054,078
3017,193,064
3018,082,106
3019,013,074
3020,012,173
3021,054,132
3022,041,072
3023,146,156
3024,057,003
3025,176,054
3026,193,081
3027,093,001
3028,098,136
3029,133,077
3030,079,146
3031,010,113
3032,040,061
3033,137,104
3034,194,114
3035,174,146
3036,022,070
3037,161,037
3038,182,089
3039,095,114
3040,153,173
3041,022,078
3042,096,117
3043,111,037
3044,055,018
3045,054,062
3046,164,124
3047,140,094
3048,121,084
3049,162,031
3050,179,184
3051,103,129
3052,137,073
3053,163,114
3054,193,152
3055,131,021
3056,090,157
3057,122,015
3058,005,130
3059,104,146
3060,066,111
3061,023,001
3062,096,101
3063,025,122
3064,071,076
3065,032,132
3066,075,199
3067,123,070
3068,051,157
3069,033,007
3070,012,049
3071,178,024
3072,010,066
3073,150,128
3074,040,008
3075,078,049
3076,199,076
3077,163,109
3078,166,159
3079,196,172
3080,007,178
3081,102,118
3082,111,171
3083,183,079
3084,181,120
3085,137,008
3086,173,140
3087,020,065
3088,110,142
3089,082,019
3090,007,061
3091,057,079
3092,107,069
3093,021,199
3094,104,125
3095,155,079
3096,137,121
3097,184,037
3098,062,060
3099,122,148
3100,194,109
3101,071,148
3102,070,181
3103,179,039
3104,118,162
3105,123,194
3106,192,050
3107,179,093
3108,110,199
3109,084,196
3110,172,011
3111,025,076
3112,121,130
3113,099,188
3114,120,037
3115,016,143
3116,036,078
3117,031,124
3118,191,178
3119,099,194
3120,106,173
3121,032,105
3122,001,028
3123,066,185
3124,074,079
3125,118,028
3126,175,025
3127,026,078
3128,130,088
3129,053,095
3130,118,037
3131,000,167
3132,195,020
3133,061,172
3134,010,020
3135,159,107
3136,174,045
3137,162,133
3138,025,084
3139,045,033
3140,016,182
3141,187,137
3142,198,104
3143,159,158
3144,037,166
3145,077,016
3146,045,064
3147,063,172
3148,066,173
3149,099,098
3150,089,129
3151,053,168
3152,158,196
3153,020,038
3154,174,048
3155,120,054
3156,170,116
3157,087,096
3158,115,163
3159,132,048
3160,129,027
3161,046,192
3162,089,160
3163,133,187
3164,105,064
3165,043,045
3166,011,022
3167,196,040
3168,004,015
3169,198,184
3170,150,130
3171,058,048
3172,177,042
3173,016,117
3174,025,047
3175,155,081
3176,186,165
3177,144,142
3178,184,003
3179,110,143
3180,147,039
3181,122,008
3182,136,067
3183,189,076
3184,085,009
3185,186,097
3186,048,002
3187,144,147
3188,130,110
3189,197,037
3190,086,051
3191,039,031
3192,054,188
3193,132,144
3194,137,071
3195,111,055
3196,114,108
3197,156,077
3198,047,068
3199,068,185
3200,026,198
3201,152,058
3202,106,071
3203,026,149
3204,166,163
3205,163,011
3206,182,166
3207,171,095
3208,123,131
3209,051,075
3210,166,025
3211,182,114
3212,058,140
3213,115,109
3214,049,129
3215,086,138
3216,123,076
3217,149,176
3218,151,026
3219,064,083
3220,093,147
3221,187,192
3222,055,091
3223,014,115
3224,124,016
3225,075,071
3226,182,024
3227,103,173
3228,009,027
3229,127,037
3230,080,164
3231,077,149
3232,151,010
3233,079,083
3234,079,155
3235,078,143
3236,097,087
3237,046,194
3238,150,088
3239,144,070
3240,105,136
3241,152,197
3242,171,199
3243,078,020
3244,110,144
3245,101,023
3246,120,028
3247,040,102
3248,164,116
3249,061,075
3250,140,007
3251,161,171
3252,042,137
3253,132,162
3254,166,091
3255,162,115
3256,189,065
3257,199,038
3258,083,087
3259,181,142
3260,105,019
3261,007,093
3262,059,130
3263,116,075
3264,010,183
3265,059,193
3266,041,071
3267,165,075
3268,198,032
3269,124,054
3270,075,004
3271,106,032
3272,006,075
3273,140,017
3274,065,188
3275,053,035
3276,067,046
3277,051,005
3278,108,015
3279,177,176
3280,116,185
3281,031,003
3282,187,073
3283,101,040
3284,115,127
3285,047,159
3286,151,086
3287,162,067
3288,160,068
3289,045,181
3290,026,009
3291,048,037
3292,198,086
3293,133,158
3294,040,016
3295,080,174
3296,150,142
3297,187,061
3298,072,058
3299,136,083
3300,005,107
3301,047,114
3302,142,111
3303,111,152
3304,006,027
3305,167,071
3306,016,122
3307,105,184
3308,182,191
3309,024,037
3310,094,120
3311,108,163
3312,024,143
3313,011,136
3314,155,009
3315,101,084
3316,102,060
3317,189,141
3318,179,016
3319,104,076
3320,102,141
3321,162,159
3322,037,172
3323,136,068
3324,080,036
3325,128,148
3326,082,191
3327,192,098
3328,012,099
3329,163,026
3330,053,099
3331,094,095
3332,137,183
3333,181,006
3334,064,171
3335,155,036
3336,020,117
3337,161,151
3338,060,171
3339,066,192
3340,191,115
3341,053,039
3342,073,171
3343,029,003
3344,120,044
3345,106,089
3346,127,073
3347,094,098
3348,075,079
3349,147,024
3350,046,080
3351,105,170
3352,095,146
3353,162,110
3354,028,196
3355,065,117
3356,049,169
3357,037,152
3358,033,133
3359,091,093
3360,162,117
3361,093,015
3362,036,079
3363,089,182
3364,146,095
3365,078,127
3366,038,102
3367,025,188
3368,164,015
3369,095,094
3370,144,102
3371,076,004
3372,075,106
3373,013,107
3374,150,080
3375,052,083
3376,111,007
3377,188,118
3378,130,011
3379,007,081
3380,023,015
3381,094,009
3382,096,095
3383,058,199
3384,102,085
3385,170,169
3386,043,034
3387,152,116
3388,027,159
3389,041,023
3390,092,174
3391,110,015
3392,113,025
3393,170,178
3394,195,103
3395,172,016
3396,076,092
3397,028,177
3398,176,146
3399,071,193
3400,185,058
3401,177,091
3402,158,031
3403,184,195
3404,080,184
3405,124,174
3406,130,097
3407,065,050
3408,155,175
3409,035,127
3410,128,120
3411,050,144
3412,117,115
3413,193,161
3414,142,181
3415,073,186
3416,132,057
3417,182,160
3418,045,031
3419,182,014
3420,062,003
3421,111,020
3422,095,009
3423,141,129
3424,141,157
3425,162,066
3426,088,018
3427,047,020
3428,190,038
3429,199,191
3430,176,184
3431,061,091
3432,163,086
3433,177,020
3434,146,162
3435,044,013
3436,082,128
3437,128,092
3438,104,198
3439,060,058
3440,072,054
3441,179,187
3442,058,108
3443,042,189
3444,141,179
3445,025,121
3446,069,171
3447,157,067
3448,050,115
3449,131,093
3450,070,022
3451,182,040
3452,031,131
3453,110,103
3454,008,069
3455,096,198
3456,070,144
3457,056,111
3458,158,165
3459,006,176
3460,034,123
3461,140,191
3462,019,037
3463,067,168
3464,199,121
3465,195,111
3466,176,001
3467,019,114
3468,088,045
3469,131,199
3470,121,189
3471,027,076
3472,172,078
3473,116,192
3474,172,056
3475,164,003
3476,131,070
3477,095,173
3478,188,178
3479,133,131
3480,020,158
3481,058,063
3482,105,169
3483,087,066
3484,057,059
3485,056,048
3486,157,183
3487,157,178
3488,121,167
3489,080,078
3490,000,116
3491,017,008
3492,148,014
3493,160,055
3494,076,080
3495,034,082
3496,012,175
3497,158,184
3498,157,147
3499,053,002
3500,023,194
3501,164,057
3502,056,021
3503,181,008
3504,194,081
3505,151,183
3506,073,007
3507,199,142
3508,110,091
3509,055,191
3510,024,031
3511,072,068
3512,010,170
3513,117,143
3514,106,136
3515,034,042
3516,012,014
3517,007,085
3518,023,048
3519,005,132
3520,106,124
3521,013,165
3522,102,130
3523,125,195
3524,055,057
3525,192,157
3526,191,128
3527,104,155
3528,001,129
3529,122,185
3530,113,012
3531,110,069
3532,165,104
3533,097,022
3534,194,045
3535,161,106
3536,067,170
3537,034,066
3538,137,108
3539,087,076
3540,009,037
3541,032,052
3542,142,188
3543,038,183
3544,049,182
3545,159,177
3546,065,063
3547,140,189
3548,123,051
3549,178,157
3550,174,025
3551,133,188
3552,039,073
3553,177,161
3554,147,042
3555,048,007
3556,093,176
3557,149,130
3558,191,195
3559,151,134
3560,026,103
3561,083,164
3562,034,063
3563,088,006
3564,144,098
3565,023,067
3566,186,033
3567,008,198
3568,198,193
3569,038,021
3570,131,123
3571,181,093
3572,017,111
3573,182,157
3574,033,128
3575,166,123
3576,082,143
3577,003,117
3578,144,075
3579,090,039
3580,074,078
3581,194,198
3582,186,076
3583,105,000
3584,143,116
3585,017,041
3586,132,072
3587,161,142
3588,092,065
3589,163,076
3590,092,169
3591,115,012
3592,029,169
3593,098,086
3594,160,097
3595,117,027
3596,098,078
3597,006,132
3598,142,107
3599,164,002
3600,050,057
3601,088,080
3602,111,146
3603,185,102
3604,187,174
3605,059,005
3606,099,113
3607,078,093
3608,118,058
3609,061,007
3610,042,001
3611,083,062
3612,140,132
3613,131,144
3614,141,061
3615,165,113
3616,133,179
3617,042,075
3618,078,131
3619,060,035
3620,025,028
3621,055,032
3622,134,106
3623,046,114
3624,158,122
3625,184,156
3626,055,011
3627,127,009
3628,040,152
3629,082,018
3630,192,165
3631,019,103
3632,140,110
3633,045,006
3634,055,027
3635,157,007
3636,107,193
3637,049,161
3638,106,080
3639,148,010
3640,066,038
3641,083,122
3642,191,051
3643,037,192
3644,053,142
3645,162,074
3646,012,083
3647,134,181
3648,043,194
3649,166,083
3650,007,003
3651,085,014
3652,107,192
3653,068,011
3654,064,125
3655,006,097
3656,179,010
3657,163,120
3658,116,024
3659,177,059
3660,083,066
3661,063,078
3662,138,150
3663,092,052
3664,026,061
3665,138,064
3666,094,122
3667,129,036
3668,044,031
3669,015,184
3670,195,005
3671,124,167
3672,140,045
3673,074,109
3674,020,156
3675,078,068
3676,149,064
3677,152,052
3678,016,010
3679,013,194
3680,137,078
3681,148,076
3682,005,031
3683,061,174
3684,074,102
3685,016,108
3686,008,083
3687,136,093
3688,055,097
3689,197,028
3690,173,061
3691,056,155
3692,141,175
3693,141,121
3694,152,119
3695,168,021
3696,163,066
3697,078,147
3698,042,027
3699,056,037
3700,199,128
3701,085,108
3702,052,062
3703,080,005
3704,105,161
3705,093,116
3706,189,079
3707,104,107
3708,080,007
3709,129,103
3710,020,169
3711,082,101
3712,012,027
3713,170,038
3714,184,103
3715,023,131
3716,161,127
3717,183,106
3718,023,155
3719,026,177
3720,172,181
3721,167,096
3722,021,177
3723,020,101
3724,073,017
3725,193,173
3726,032,067
3727,125,173
3728,036,120
3729,115,089
3730,092,008
3731,035,047
3732,185,158
3733,085,191
3734,134,017
3735,156,150
3736,035,182
3737,047,179
3738,123,171
3739,032,181
3740,096,138
3741,147,156
3742,179,194
3743,096,083
3744,193,162
3745,146,079
3746,127,185
3747,065,084
3748,197,091
3749,055,096
3750,043,108
3751,155,085
3752,073,078
3753,198,015
3754,044,047
3755,193,078
3756,067,199
3757,036,098
3758,018,041
3759,113,106
3760,098,195
3761,066,071
3762,040,120
3763,178,198
3764,111,169
3765,097,199
3766,108,160
3767,086,117
3768,108,042
3769,187,151
3770,001,146
3771,146,054
3772,062,137
3773,189,103
3774,188,147
3775,185,086
3776,101,049
3777,043,188
3778,002,166
3779,103,042
3780,093,049
3781,137,101
3782,033,108
3783,005,071
3784,040,092
3785,024,192
3786,013,011
3787,140,076
3788,042,038
3789,109,047
3790,169,077
3791,086,075
3792,060,103
3793,142,045
3794,170,044
3795,182,037
3796,141,095
3797,120,069
3798,011,088
3799,103,194
3800,171,090
3801,138,160
3802,164,153
3803,011,098
3804,096,188
3805,156,157
3806,150,006
3807,186,103
3808,158,020
3809,120,183
3810,005,077
3811,190,039
3812,067,066
3813,054,134
3814,027,109
3815,107,034
3816,039,072
3817,086,191
3818,109,130
3819,192,128
3820,097,005
3821,029,165
3822,053,075
3823,024,165
3824,046,157
3825,099,152
3826,160,049
3827,193,130
3828,122,022
3829,129,141
3830,109,161
3831,184,042
3832,027,047
3833,146,153
3834,026,087
3835,045,105
3836,190,121
3837,003,148
3838,084,092
3839,041,167
3840,176,177
3841,044,160
3842,024,003
3843,103,035
3844,193,043
3845,128,125
3846,107,113
3847,041,036
3848,049,119
3849,037,004
3850,074,138
3851,056,061
3852,130,141
3853,005,141
3854,101,074
3855,165,072
3856,148,050
3857,193,007
3858,147,080
3859,179,176
3860,170,111
3861,011,143
3862,038,009
3863,108,036
3864,168,155
3865,170,064
3866,162,083
3867,103,146
3868,035,194
3869,153,165
3870,053,130
3871,017,169
3872,005,105
3873,189,155
3874,075,047
3875,122,048
3876,179,064
3877,069,039
3878,029,018
3879,071,128
3880,147,088
3881,068,133
3882,185,093
3883,008,055
3884,024,095
3885,170,196
3886,007,055
3887,028,067
3888,134,091
3889,034,070
3890,124,143
3891,092,177
3892,048,055
3893,182,143
3894,026,059
3895,096,044
3896,014,148
3897,159,097
3898,119,140
3899,028,076
3900,072,106
3901,172,101
3902,010,064
3903,108,195
3904,099,028
3905,168,197
3906,089,043
3907,162,184
3908,011,120
3909,102,049
3910,101,034
3911,022,052
3912,101,011
3913,161,048
3914,018,156
3915,167,105
3916,039,076
3917,128,048
3918,099,050
3919,081,142
3920,149,045
3921,183,115
3922,125,084
3923,071,092
3924,122,107
3925,048,125
3926,196,021
3927,095,123
3928,153,047
3929,038,157
3930,018,034
3931,055,113
3932,150,033
3933,118,129
3934,075,105
3935,156,111
3936,094,104
3937,043,144
3938,114,141
3939,041,006
3940,085,048
3941,130,080
3942,161,039
3943,197,128
3944,191,130
3945,086,083
3946,031,026
3947,182,052
3948,079,099
3949,013,098
3950,008,042
3951,096,040
3952,016,011
3953,187,185
3954,129,035
3955,005,110
3956,185,035
3957,124,071
3958,132,015
3959,055,120
3960,183,090
3961,068,162
3962,058,116
3963,037,080
3964,136,080
3965,149,047
3966,060,197
3967,023,093
3968,160,105
3969,080,031
3970,090,038
3971,124,049
3972,035,148
3973,193,198
3974,097,161
3975,172,146
3976,193,011
3977,050,029
3978,031,185
3979,091,066
3980,078,072
3981,161,111
3982,005,116
3983,091,080
3984,081,087
3985,142,005
3986,129,159
3987,041,043
3988,184,146
3989,070,092
3990,169,097
3991,029,104
3992,119,076
3993,165,196
3994,164,021
3995,120,101
3996,121,021
3997,039,067
3998,165,091
3999,021,121
4000,008,029
4001,174,104
4002,187,086
4003,072,128
4004,167,199
4005,178,091
4006,031,168
4007,142,110
4008,142,183
4009,010,107
4010,195,007
4011,019,129
4012,022,036
4013,122,132
4014,016,029
4015,169,106
4016,173,010
4017,086,055
4018,076,173
4019,083,048
4020,163,000
4021,156,101
4022,123,138
4023,094,025
4024,159,127
4025,007,153
4026,138,048
4027,086,062
4028,102,062
4029,183,119
4030,191,136
4031,038,053
4032,189,002
4033,159,050
4034,159,132
4035,091,005
4036,169,134
4037,194,017
4038,113,170
4039,160,138
4040,091,053
4041,017,076
4042,192,174
4043,057,063
4044,049,159
4045,190,123
4046,090,111
4047,114,105
4048,006,173
4049,067,049
4050,101,071
4051,138,183
4052,115,157
4053,095,043
4054,085,031
4055,003,086
4056,105,004
4057,079,023
4058,178,156
4059,045,104
4060,149,116
4061,018,091
4062,114,064
4063,000,165
4064,170,096
4065,099,189
4066,068,184
4067,005,085
4068,032,049
4069,153,177
4070,098,171
4071,114,167
4072,077,082
4073,181,004
4074,087,124
4075,140,198
4076,028,082
4077,148,027
4078,109,025
4079,063,032
4080,138,162
4081,079,140
4082,103,056
4083,031,122
4084,017,024
4085,059,065
4086,195,122
4087,080,014
4088,070,101
4089,011,138
4090,151,177
4091,177,016
4092,046,075
4093,096,072
4094,184,153
4095,018,197
4096,086,163
4097,088,164
4098,037,108
4099,091,023
4100,130,146
4101,052,013
4102,062,102
4103,111,000
4104,164,142
4105,009,092
4106,066,194
4107,193,062
4108,177,168
4109,153,021
4110,073,080
4111,150,026
4112,141,013
4113,090,076
4114,090,010
4115,106,093
4116,122,143
4117,147,142
4118,117,158
4119,156,134
4120,102,177
4121,071,178
4122,098,072
4123,151,125
4124,042,060
4125,173,181
4126,077,022
4127,072,053
4128,150,104
4129,001,043
4130,002,195
4131,169,027
4132,081,118
4133,080,068
4134,149,050
4135,064,098
4136,176,190
4137,118,063
4138,083,002
4139,023,164
