,0,1,2
1665,104,167,067
1666,007,091,165
1667,117,120,021
1668,032,142,039
1669,048,151,166
1670,003,000,116
1671,096,005,082
1672,033,060,164
1673,127,038,118
1674,176,045,131
1675,076,085,161
1676,049,002,109
1677,174,081,022
1678,007,105,157
1679,159,076,165
1680,111,152,196
1681,177,071,039
1682,144,158,161
1683,078,128,016
1684,118,190,071
1685,094,182,152
1686,130,166,010
1687,186,059,113
1688,011,151,094
1689,040,011,144
1690,192,169,008
1691,072,127,046
1692,066,044,144
1693,195,083,190
1694,116,054,010
1695,192,019,096
1696,003,032,097
1697,039,073,113
1698,021,096,187
1699,041,196,104
1700,010,037,015
1701,009,155,035
1702,097,121,133
1703,017,032,083
1704,050,142,038
1705,195,099,114
1706,104,193,191
1707,123,140,048
1708,091,020,025
1709,114,122,074
1710,021,040,181
1711,161,084,163
1712,164,152,119
1713,155,047,079
1714,125,168,196
1715,058,019,130
1716,183,113,197
1717,044,161,116
1718,095,190,021
1719,005,069,026
1720,078,042,173
1721,111,059,016
1722,169,013,024
1723,094,147,045
1724,065,073,103
1725,053,032,035
1726,198,057,074
1727,179,127,017
1728,199,009,140
1729,065,086,169
1730,002,042,068
1731,128,055,119
1732,056,036,189
1733,166,086,075
1734,035,004,008
1735,190,143,165
1736,027,096,144
1737,163,080,005
1738,063,066,040
1739,023,057,059
1740,080,034,073
1741,158,093,052
1742,155,056,164
1743,109,048,078
1744,084,064,178
1745,187,142,172
1746,136,055,052
1747,099,129,109
1748,118,176,143
1749,142,122,082
1750,092,171,196
1751,003,102,026
1752,079,041,162
1753,011,117,187
1754,072,084,053
1755,127,185,042
1756,050,041,168
1757,123,095,181
1758,010,045,080
1759,023,083,036
1760,170,013,086
1761,014,140,124
1762,102,029,160
1763,171,130,096
1764,002,039,066
1765,024,089,053
1766,115,056,148
1767,066,150,169
1768,109,192,114
1769,079,051,153
1770,082,054,071
1771,014,191,063
1772,024,113,033
1773,017,155,158
1774,169,047,048
1775,017,198,034
1776,194,036,172
1777,051,046,114
1778,055,082,003
1779,166,116,070
1780,046,062,039
1781,149,013,003
1782,114,143,041
1783,098,104,131
1784,016,194,032
1785,138,023,077
1786,142,190,166
1787,040,103,060
1788,192,107,071
1789,049,054,082
1790,120,191,189
1791,067,157,181
1792,161,119,056
1793,067,166,169
1794,016,074,188
1795,148,161,179
1796,184,150,104
1797,001,087,046
1798,182,084,130
1799,063,038,049
1800,081,008,196
1801,115,089,158
1802,143,187,074
1803,175,110,058
1804,065,114,192
1805,166,117,028
1806,018,045,130
1807,166,087,103
1808,002,110,064
1809,029,056,155
1810,141,102,013
1811,143,038,021
1812,198,125,189
1813,009,128,098
1814,081,065,078
1815,027,020,185
1816,022,166,192
1817,081,033,195
1818,094,012,137
1819,121,182,078
1820,190,062,128
1821,196,192,083
1822,193,012,150
1823,124,003,149
1824,005,027,021
1825,199,073,127
1826,095,156,107
1827,101,197,196
1828,155,179,144
1829,009,158,162
1830,158,012,043
1831,048,097,033
1832,178,150,004
1833,005,041,190
1834,080,192,023
1835,011,000,066
1836,165,156,118
1837,007,103,042
1838,092,033,006
1839,065,113,157
1840,173,122,104
1841,125,151,146
1842,025,168,172
1843,099,048,179
1844,129,029,109
1845,141,196,056
1846,194,196,174
1847,149,121,095
1848,032,050,106
1849,122,099,031
1850,052,058,083
1851,146,033,167
1852,137,170,032
1853,191,162,060
1854,024,106,015
1855,080,125,118
1856,131,082,042
1857,121,017,010
1858,101,103,043
1859,049,075,014
1860,029,007,132
1861,191,110,085
1862,053,141,121
1863,009,114,129
1864,111,169,069
1865,074,142,176
1866,191,057,107
1867,009,196,004
1868,014,053,020
1869,091,012,049
1870,142,199,087
1871,069,036,118
1872,186,152,098
1873,096,061,193
1874,069,189,169
1875,080,091,121
1876,124,007,101
1877,079,147,197
1878,129,158,031
1879,178,136,075
1880,168,196,123
1881,015,062,061
1882,196,082,018
1883,113,066,087
1884,075,168,179
1885,035,083,138
1886,144,183,079
1887,043,102,010
1888,117,040,077
1889,199,117,006
1890,124,077,132
1891,051,151,065
1892,062,173,108
1893,080,129,051
1894,196,051,149
1895,096,146,027
1896,098,197,134
1897,176,095,033
1898,028,078,047
1899,114,197,066
1900,014,037,194
1901,071,152,051
1902,194,056,116
1903,004,090,172
1904,152,069,133
1905,016,014,062
1906,039,197,138
1907,007,085,150
1908,026,144,128
1909,066,159,096
1910,076,097,152
1911,071,134,058
1912,042,019,058
1913,023,124,024
1914,036,122,174
1915,064,041,022
1916,191,094,118
1917,197,093,179
1918,053,048,045
1919,169,108,168
1920,122,108,013
1921,137,133,194
1922,188,015,037
1923,071,000,046
1924,190,162,160
1925,009,048,156
1926,182,155,184
1927,056,130,031
1928,025,193,104
1929,136,092,141
1930,017,011,057
1931,103,012,110
1932,138,187,167
1933,147,059,014
1934,003,084,106
1935,046,187,014
1936,101,142,031
1937,077,024,094
1938,005,064,048
1939,083,181,188
1940,094,156,183
1941,091,134,101
1942,091,156,054
1943,184,003,070
1944,011,036,158
1945,184,111,024
1946,014,072,003
1947,159,187,171
1948,148,054,012
1949,005,140,074
1950,029,060,187
1951,199,063,170
1952,055,094,187
1953,121,120,174
1954,176,123,072
1955,031,164,032
1956,167,017,098
1957,174,125,009
1958,053,066,195
1959,096,064,116
1960,022,123,129
1961,199,144,049
1962,064,132,134
1963,132,020,156
1964,060,078,165
1965,021,010,093
1966,001,171,074
1967,091,152,083
1968,027,011,183
1969,131,072,194
1970,090,032,161
1971,156,013,063
1972,157,041,124
1973,069,147,046
1974,061,143,101
1975,103,098,069
1976,001,157,031
1977,164,172,009
1978,072,156,046
1979,093,008,106
1980,070,048,111
1981,038,121,044
1982,081,062,092
1983,189,004,026
1984,057,103,199
1985,177,101,056
1986,060,023,022
1987,102,099,060
1988,146,108,073
1989,155,012,137
1990,091,188,061
1991,188,193,136
1992,178,128,059
1993,082,132,080
1994,072,054,017
1995,125,090,185
1996,087,040,148
1997,172,191,033
1998,031,075,107
1999,185,136,173
2000,141,079,058
2001,110,052,062
2002,018,097,125
2003,093,018,004
2004,165,055,093
2005,198,067,153
2006,065,078,129
2007,026,138,081
2008,123,152,050
2009,115,155,137
2010,133,097,106
2011,064,191,081
2012,136,124,082
2013,187,113,179
2014,008,191,047
2015,097,082,064
2016,019,006,062
2017,132,094,107
2018,089,013,017
2019,109,117,090
2020,019,170,159
2021,056,070,131
2022,076,166,057
2023,143,196,000
2024,120,147,060
2025,132,023,189
2026,007,160,196
2027,198,142,109
2028,015,184,011
2029,060,020,175
2030,007,165,083
2031,076,115,164
2032,092,121,000
2033,193,083,014
2034,046,044,155
2035,092,025,031
2036,124,026,113
2037,042,022,162
2038,146,020,150
2039,043,148,045
2040,071,157,181
2041,024,185,080
2042,096,072,189
2043,162,000,060
2044,157,053,003
2045,119,092,167
2046,167,157,074
2047,120,125,057
2048,152,082,137
2049,083,193,174
2050,182,054,190
2051,046,036,078
2052,063,192,153
2053,021,164,153
2054,023,008,166
2055,167,191,192
2056,041,070,111
2057,190,083,123
2058,043,081,181
2059,041,134,019
2060,024,107,084
2061,070,162,198
2062,011,072,038
2063,069,179,090
2064,063,002,046
2065,032,017,193
2066,057,051,050
2067,148,199,102
2068,153,081,023
2069,132,190,021
2070,194,190,122
2071,119,167,062
2072,183,006,103
2073,196,195,165
2074,073,041,137
2075,142,199,002
2076,150,171,019
2077,121,092,083
2078,134,081,092
2079,040,179,162
2080,050,076,089
2081,169,116,184
2082,185,169,161
2083,157,037,036
2084,155,107,163
2085,020,087,184
2086,115,102,011
2087,095,005,025
2088,061,079,098
2089,140,196,067
2090,009,017,044
2091,020,002,188
2092,058,090,094
2093,119,016,013
2094,042,064,171
2095,036,142,033
2096,113,080,152
2097,055,179,119
2098,116,091,099
2099,102,022,023
2100,034,183,003
2101,018,038,066
2102,179,022,184
2103,138,064,040
2104,039,099,157
2105,087,036,197
2106,067,056,070
2107,020,048,194
2108,127,069,173
2109,057,019,065
2110,062,050,026
2111,170,058,072
2112,027,161,063
2113,022,152,047
2114,136,011,031
2115,014,130,038
2116,061,038,140
2117,090,122,173
2118,035,178,183
2119,179,166,162
2120,096,078,127
2121,105,187,077
2122,128,192,040
2123,106,075,094
2124,156,185,039
2125,045,151,167
2126,157,182,095
2127,118,195,095
2128,099,083,190
2129,173,118,172
2130,041,097,136
2131,031,001,157
2132,186,000,052
2133,140,010,032
2134,156,101,181
2135,008,185,113
2136,070,001,052
2137,128,137,035
2138,095,161,074
2139,040,152,142
2140,187,122,093
2141,193,070,057
2142,102,199,189
2143,020,159,151
2144,182,115,024
2145,169,190,012
2146,119,111,096
2147,125,013,050
2148,069,179,015
2149,045,198,196
2150,142,080,149
2151,043,106,049
2152,158,081,028
2153,071,035,125
2154,066,130,160
2155,130,187,170
2156,179,052,196
2157,159,001,066
2158,095,162,036
2159,115,151,011
2160,167,147,055
2161,088,199,078
2162,091,043,107
2163,033,035,040
2164,140,168,089
2165,169,114,062
2166,056,039,063
2167,173,049,045
2168,198,193,162
2169,028,121,003
2170,136,063,095
2171,089,183,168
2172,031,091,040
2173,018,157,034
2174,011,152,059
2175,099,019,075
2176,016,160,020
2177,101,104,046
2178,192,128,082
2179,038,060,078
2180,033,054,048
2181,072,098,000
2182,001,146,137
2183,050,071,040
2184,182,116,052
2185,140,059,035
2186,019,051,023
2187,094,120,122
2188,185,121,081
2189,038,069,147
2190,122,070,114
2191,146,111,130
2192,143,107,048
2193,143,186,148
2194,128,119,146
2195,018,107,111
2196,115,098,171
2197,176,074,076
2198,172,134,181
2199,037,079,118
2200,105,087,172
2201,158,008,055
2202,159,101,089
2203,080,002,187
2204,081,147,056
2205,052,111,057
2206,034,043,147
2207,013,129,108
2208,140,164,096
2209,028,174,025
2210,047,146,193
2211,141,011,170
2212,198,149,055
2213,004,043,153
2214,066,020,049
2215,064,082,129
2216,027,198,091
2217,142,178,008
2218,105,117,109
2219,134,026,033
2220,128,038,189
2221,122,114,060
2222,098,032,169
2223,087,091,067
2224,181,132,031
2225,054,035,089
2226,035,106,086
2227,170,197,183
2228,134,196,153
2229,020,193,082
2230,188,087,040
2231,059,096,089
2232,079,068,043
2233,134,090,078
2234,096,063,163
2235,019,133,059
2236,130,011,181
2237,151,169,065
2238,131,091,127
2239,190,076,037
2240,027,088,031
2241,079,035,132
2242,170,098,148
2243,137,060,053
2244,116,191,093
2245,103,007,033
2246,186,009,144
2247,011,195,187
2248,052,174,067
2249,049,058,184
2250,125,111,104
2251,114,183,066
2252,187,009,158
2253,015,157,189
2254,102,009,181
2255,055,047,105
2256,082,190,187
2257,124,037,197
2258,039,199,189
2259,172,013,125
2260,155,043,035
2261,109,009,114
2262,157,091,085
2263,015,075,020
2264,162,192,035
2265,010,091,034
2266,183,171,010
2267,114,025,098
2268,078,121,089
2269,134,168,142
2270,188,066,150
2271,064,156,007
2272,017,094,083
2273,161,073,119
2274,172,102,089
2275,155,182,169
2276,132,056,000
2277,017,157,150
2278,199,047,155
2279,132,190,146
2280,097,118,065
2281,047,163,142
2282,028,099,136
2283,164,103,148
2284,044,105,036
2285,148,114,185
2286,194,048,089
2287,125,063,093
2288,193,165,150
2289,003,198,136
2290,143,183,055
2291,147,035,187
2292,081,076,149
2293,190,044,063
2294,105,184,008
2295,152,153,053
2296,106,188,196
2297,184,071,197
2298,166,016,132
2299,116,027,188
2300,096,184,128
2301,062,127,169
2302,121,009,011
2303,166,059,113
2304,037,045,163
2305,158,106,120
2306,129,153,090
2307,183,103,068
2308,155,058,008
2309,018,006,150
2310,198,167,178
2311,054,193,110
2312,042,187,184
2313,038,169,156
2314,086,008,193
2315,150,169,018
2316,050,097,111
2317,053,039,118
2318,076,096,133
2319,028,121,166
2320,084,027,158
2321,086,192,102
2322,110,136,127
2323,047,176,136
2324,133,125,004
2325,176,130,151
2326,173,079,127
2327,167,153,060
2328,176,113,077
2329,151,183,006
2330,082,067,070
2331,075,064,155
2332,062,157,144
2333,186,091,059
2334,088,098,111
2335,124,016,189
2336,109,069,029
2337,188,012,084
2338,150,190,087
2339,185,102,151
2340,119,037,047
2341,129,109,120
2342,147,137,108
2343,038,073,195
2344,008,046,077
2345,095,134,195
2346,052,182,122
2347,165,011,021
2348,002,127,090
2349,170,087,038
2350,164,177,003
2351,008,018,067
2352,078,053,106
2353,119,076,184
2354,175,138,066
2355,133,188,152
2356,058,181,021
2357,077,086,163
2358,104,091,144
2359,051,096,137
2360,022,196,048
2361,119,142,113
2362,177,196,089
2363,041,087,195
2364,176,109,140
2365,158,198,188
2366,192,132,019
2367,174,191,141
2368,084,006,082
2369,072,107,043
2370,075,138,168
2371,099,119,070
2372,189,128,058
2373,131,004,085
2374,178,084,110
2375,028,044,023
2376,185,029,043
2377,167,004,035
2378,103,008,128
2379,138,089,127
2380,047,088,034
2381,150,063,044
2382,093,025,162
2383,086,065,168
2384,085,170,022
2385,132,017,021
2386,043,132,057
2387,035,048,070
2388,042,082,111
2389,050,113,037
2390,059,164,056
2391,032,137,136
2392,004,146,042
2393,077,153,147
2394,140,181,175
2395,047,073,107
2396,011,120,040
2397,090,023,087
2398,031,075,009
2399,169,036,131
2400,177,060,031
2401,175,024,114
2402,144,159,040
2403,113,032,017
2404,007,003,198
2405,021,049,060
2406,098,051,024
2407,171,172,046
2408,037,092,155
2409,092,107,182
2410,092,191,023
2411,099,090,114
2412,151,183,199
2413,159,168,199
2414,074,193,166
2415,002,075,078
2416,091,136,049
2417,025,072,001
2418,055,168,061
2419,046,106,101
2420,166,016,064
2421,110,011,160
2422,001,108,163
2423,098,056,162
2424,155,053,033
2425,043,049,036
2426,119,042,185
2427,147,024,127
2428,184,020,016
2429,190,113,123
2430,157,134,142
2431,166,160,040
2432,198,189,011
2433,170,005,190
2434,098,000,013
2435,089,121,125
2436,161,083,193
2437,056,141,081
2438,046,189,106
2439,181,118,173
2440,163,192,178
2441,003,151,023
2442,191,120,164
2443,024,050,183
2444,117,149,127
2445,199,143,012
2446,181,048,076
2447,047,101,147
2448,046,181,116
2449,124,189,093
2450,107,166,097
2451,107,025,186
2452,108,042,188
2453,116,046,097
2454,063,047,198
2455,182,033,053
2456,084,138,108
2457,041,146,161
2458,084,134,111
2459,015,191,129
2460,174,008,027
2461,159,034,010
2462,166,151,147
2463,085,052,163
2464,077,165,140
2465,138,033,117
2466,162,131,143
2467,165,115,082
2468,019,131,035
2469,076,147,045
2470,149,077,083
2471,144,060,122
2472,153,045,177
2473,191,090,155
2474,085,108,015
2475,025,082,144
2476,031,194,198
2477,067,178,077
2478,165,124,146
2479,073,080,107
2480,173,086,194
2481,138,059,021
2482,101,109,045
2483,102,117,025
2484,033,017,093
2485,019,123,195
2486,132,184,187
2487,179,042,141
2488,098,137,172
2489,141,043,082
2490,172,176,050
2491,064,156,055
2492,124,178,116
2493,110,194,176
2494,096,087,061
2495,020,111,106
2496,003,018,001
2497,010,120,056
2498,171,068,062
2499,118,103,078
2500,108,041,056
2501,136,156,144
2502,040,090,128
2503,136,048,193
2504,165,159,158
2505,035,113,038
2506,194,023,189
2507,065,074,130
2508,168,016,157
2509,049,074,024
2510,156,110,095
2511,042,165,172
2512,062,151,054
2513,036,184,028
2514,063,028,034
2515,101,105,161
2516,121,143,160
2517,198,104,190
2518,027,199,010
2519,035,075,070
2520,062,092,167
2521,081,043,031
2522,196,036,107
2523,165,150,133
2524,019,187,170
2525,199,173,147
2526,072,138,014
2527,190,096,156
2528,056,011,059
2529,090,023,081
2530,080,119,130
2531,107,093,082
2532,170,108,060
2533,043,095,022
2534,014,012,000
2535,046,024,149
2536,033,085,169
2537,078,083,159
2538,170,115,133
2539,054,032,148
2540,134,175,185
2541,104,136,044
2542,140,192,131
2543,017,169,070
2544,166,053,011
2545,148,093,159
2546,174,167,160
2547,070,147,091
2548,092,187,060
2549,138,184,170
2550,184,090,104
2551,096,148,094
2552,172,029,012
2553,045,094,032
2554,042,018,040
2555,085,008,102
2556,080,161,040
2557,178,176,163
2558,102,125,175
2559,186,090,049
2560,079,001,006
2561,045,057,130
2562,077,177,178
2563,028,042,025
2564,005,136,053
2565,086,042,084
2566,008,178,109
2567,064,078,003
2568,050,141,070
2569,120,177,094
2570,146,020,120
2571,173,000,053
2572,111,129,012
2573,053,031,106
2574,181,015,017
2575,103,092,152
2576,036,016,002
2577,092,023,024
2578,149,059,183
2579,098,124,033
2580,141,000,043
2581,067,133,054
2582,098,157,041
2583,182,016,129
2584,061,018,144
2585,162,080,082
2586,148,153,053
2587,110,033,019
2588,185,008,110
2589,161,152,127
2590,102,010,060
2591,087,099,047
2592,193,131,130
2593,118,097,122
2594,106,099,141
2595,008,141,131
2596,078,040,019
2597,005,117,189
2598,038,163,031
2599,037,090,086
2600,088,164,192
2601,065,119,157
2602,138,178,003
2603,044,157,029
2604,115,149,132
2605,003,076,064
2606,185,086,190
2607,182,124,019
2608,061,193,125
2609,048,157,086
2610,162,066,142
2611,094,157,043
2612,114,042,134
2613,138,071,013
2614,017,039,058
2615,109,021,036
2616,099,089,122
2617,199,096,013
2618,190,058,039
2619,007,077,160
2620,085,195,147
2621,097,023,083
2622,106,092,029
2623,018,191,190
2624,047,021,010
2625,011,034,159
2626,071,136,167
2627,134,044,157
2628,037,039,121
2629,097,104,082
2630,042,197,068
2631,166,198,038
2632,156,081,090
2633,012,040,099
2634,004,174,117
2635,175,009,127
2636,168,094,018
2637,133,053,190
2638,076,000,003
2639,004,019,116
2640,053,185,078
2641,188,058,029
2642,138,092,027
2643,013,124,136
2644,016,064,105
2645,059,161,049
2646,187,005,116
2647,172,122,034
2648,062,076,183
2649,088,049,000
2650,013,167,125
2651,110,105,123
2652,035,170,142
2653,134,053,149
2654,179,003,169
2655,193,162,029
2656,026,153,162
2657,016,138,070
2658,182,189,011
2659,161,125,071
2660,191,043,075
2661,133,123,042
2662,005,107,064
2663,171,017,133
2664,195,164,132
2665,155,177,062
2666,037,107,115
2667,116,164,004
2668,157,168,023
2669,069,157,120
2670,077,050,007
2671,053,062,023
2672,140,138,190
2673,140,008,099
2674,105,123,084
2675,144,123,118
2676,198,032,183
2677,121,118,173
2678,034,012,087
2679,178,025,027
2680,136,065,138
2681,080,103,155
2682,169,053,071
2683,080,059,070
2684,185,042,117
2685,168,153,102
2686,054,050,121
2687,186,116,012
2688,199,016,179
2689,103,081,124
2690,121,172,021
2691,131,000,081
2692,174,007,006
2693,080,076,081
2694,051,134,104
2695,116,041,161
2696,018,117,015
2697,110,114,059
2698,151,080,148
2699,146,017,010
2700,095,057,049
2701,191,004,006
2702,060,178,041
2703,150,179,133
2704,059,102,079
2705,033,043,032
2706,146,054,110
2707,077,172,049
2708,018,061,088
2709,086,161,182
2710,119,184,198
2711,027,148,122
2712,095,096,034
2713,074,103,134
2714,077,045,088
2715,098,108,040
2716,055,027,087
2717,023,022,079
2718,122,071,055
2719,006,062,110
2720,093,179,183
2721,111,038,088
2722,060,034,170
2723,035,170,196
2724,170,109,002
2725,081,057,024
2726,041,048,132
2727,012,118,038
2728,128,071,148
2729,041,083,050
2730,033,086,128
2731,057,134,037
2732,020,086,110
2733,024,132,071
2734,040,184,038
2735,166,168,072
2736,122,138,053
2737,104,073,051
2738,002,128,092
2739,148,020,125
2740,076,087,163
2741,169,195,033
2742,094,096,092
2743,102,033,165
2744,048,186,190
2745,110,143,027
2746,111,039,115
2747,036,014,199
2748,021,025,191
2749,000,182,144
2750,075,052,137
2751,087,197,059
2752,134,138,054
2753,113,007,183
2754,105,076,167
2755,171,048,086
2756,022,063,195
2757,082,036,101
2758,054,178,163
2759,023,020,134
2760,090,097,120
2761,028,060,181
2762,165,005,071
2763,156,020,144
2764,002,072,041
2765,103,161,091
2766,176,189,137
2767,178,142,156
2768,111,177,045
2769,146,005,106
2770,089,163,153
2771,071,010,040
2772,023,170,022
2773,153,148,141
2774,137,046,050
2775,015,153,160
2776,167,094,036
2777,019,069,174
2778,005,172,162
2779,024,096,019
2780,162,142,125
2781,074,079,050
2782,021,132,179
2783,037,010,197
2784,066,171,184
2785,123,120,057
2786,001,156,008
2787,110,166,094
2788,042,106,129
2789,022,090,101
2790,169,181,163
2791,082,185,015
2792,178,192,167
2793,069,184,167
2794,110,179,174
2795,102,082,033
2796,175,068,043
2797,021,013,066
2798,092,001,007
2799,183,090,094
2800,142,038,087
2801,149,185,011
2802,165,045,094
2803,050,048,192
2804,176,128,132
2805,050,029,130
2806,021,047,170
2807,057,178,086
2808,138,001,183
2809,181,006,018
2810,027,075,019
2811,109,063,129
2812,069,015,092
2813,166,153,102
2814,183,120,001
2815,144,056,131
2816,068,039,037
2817,129,198,189
2818,043,187,014
2819,110,156,035
2820,198,047,167
2821,190,113,189
2822,130,188,081
2823,125,001,021
2824,107,063,044
2825,089,019,196
2826,199,141,031
2827,067,031,085
2828,027,174,161
2829,079,000,085
2830,088,142,061
2831,000,162,096
2832,118,156,088
2833,020,022,034
2834,058,072,056
2835,197,017,193
2836,161,136,091
2837,106,093,061
2838,045,002,184
2839,119,168,041
2840,195,057,123
2841,027,150,089
2842,009,095,062
2843,018,104,094
2844,187,099,058
2845,190,048,011
2846,021,047,166
2847,029,003,026
2848,178,008,071
2849,045,055,066
2850,004,191,024
2851,174,117,183
2852,109,093,125
2853,128,131,054
2854,124,089,111
2855,018,158,017
2856,193,113,190
2857,086,183,026
2858,013,068,093
2859,068,038,152
2860,108,096,150
2861,166,190,028
2862,032,165,096
2863,170,162,101
2864,083,086,036
2865,050,146,012
2866,024,128,096
2867,036,014,118
2868,092,005,107
2869,086,070,137
2870,067,010,143
2871,195,044,094
2872,084,000,184
2873,114,082,165
2874,025,036,034
2875,014,041,108
2876,054,102,183
2877,109,066,132
2878,042,111,182
2879,163,195,054
2880,077,132,106
2881,087,104,163
2882,032,123,152
2883,161,071,089
2884,105,173,016
2885,005,170,157
2886,095,013,052
2887,018,124,093
2888,173,074,199
2889,075,188,195
2890,186,056,049
2891,011,195,019
2892,043,107,096
2893,116,159,012
2894,049,077,072
2895,019,121,037
2896,102,155,141
2897,000,144,020
2898,068,143,107
2899,096,020,130
2900,152,190,069
2901,128,015,084
2902,102,144,025
2903,164,199,014
2904,091,067,194
2905,108,063,028
2906,185,053,039
2907,137,042,028
2908,009,193,189
2909,143,106,170
2910,099,129,073
2911,068,004,146
2912,131,160,159
2913,046,088,172
2914,044,160,023
2915,189,099,108
2916,124,122,018
2917,173,093,046
2918,065,005,032
2919,028,179,081
2920,108,184,191
2921,048,177,013
2922,160,127,000
2923,075,073,007
2924,039,031,108
2925,182,116,013
2926,036,179,006
2927,041,110,131
2928,136,125,149
2929,072,181,150
2930,008,037,111
2931,123,176,038
2932,003,142,000
2933,002,016,141
2934,121,070,069
2935,169,129,078
2936,143,142,033
2937,076,041,064
2938,137,167,116
2939,017,063,146
2940,061,181,179
2941,105,177,046
2942,143,091,009
2943,050,061,198
2944,106,039,000
2945,105,181,125
2946,070,149,069
2947,159,032,121
2948,014,122,134
2949,007,172,193
2950,194,031,011
2951,024,152,143
2952,146,001,164
2953,001,060,080
2954,141,115,102
2955,187,094,195
2956,151,045,156
2957,092,184,004
2958,089,078,021
2959,119,186,111
2960,103,075,131
2961,176,127,175
2962,053,021,122
2963,184,133,005
2964,178,159,114
2965,060,103,026
2966,059,020,130
2967,132,165,194
2968,166,051,040
2969,194,186,041
2970,066,196,054
2971,097,162,120
2972,080,181,155
2973,104,045,034
2974,047,159,140
2975,163,086,105
2976,129,099,010
2977,086,097,052
2978,124,027,175
2979,121,144,023
2980,066,118,028
2981,092,094,029
2982,123,087,045
2983,041,165,083
2984,193,103,027
2985,094,195,088
2986,117,161,104
2987,184,098,114
2988,116,079,150
2989,170,127,129
2990,111,088,047
2991,029,048,113
2992,024,063,104
2993,048,059,159
2994,167,002,009
2995,092,103,029
2996,185,093,128
2997,170,083,121
2998,168,131,185
2999,094,194,006
3000,056,179,182
3001,102,061,047
3002,019,197,117
3003,002,034,119
3004,148,123,103
3005,065,036,166
3006,105,156,068
3007,059,038,125
3008,131,172,014
3009,042,022,097
3010,144,045,031
3011,004,178,099
3012,129,089,009
3013,098,189,054
3014,007,090,148
3015,026,068,065
3016,175,178,019
3017,095,165,086
3018,039,011,071
3019,095,002,038
3020,133,038,019
3021,013,033,094
3022,091,148,015
3023,133,095,188
3024,122,063,173
3025,061,137,127
3026,166,148,074
3027,166,005,017
3028,114,017,073
3029,192,093,064
3030,149,069,163
3031,003,019,082
3032,067,177,152
3033,031,023,186
3034,199,066,044
3035,040,132,028
3036,032,026,194
3037,099,005,037
3038,037,172,097
3039,041,026,158
3040,012,047,066
3041,191,052,101
3042,094,124,015
3043,078,182,074
3044,041,185,076
3045,002,116,080
3046,105,162,025
3047,070,119,163
3048,082,070,055
3049,094,075,035
3050,114,191,197
3051,013,003,176
3052,007,095,081
3053,196,003,062
3054,198,032,175
3055,038,005,007
3056,096,164,041
3057,188,103,163
3058,008,114,138
3059,036,181,104
3060,174,021,039
3061,053,117,086
3062,131,134,157
3063,017,138,033
3064,113,080,096
3065,031,082,153
3066,062,196,046
3067,047,172,187
3068,068,005,048
3069,170,040,044
3070,147,005,172
3071,032,109,170
3072,138,017,042
3073,167,125,151
3074,049,031,032
3075,168,022,032
3076,019,063,032
3077,029,171,102
3078,003,040,052
3079,117,116,159
3080,062,143,050
3081,088,035,011
3082,044,083,033
3083,136,054,124
3084,104,123,193
3085,013,026,092
3086,036,115,051
3087,067,131,103
3088,040,197,047
3089,177,017,197
3090,155,094,093
3091,089,132,022
3092,097,127,146
3093,089,058,005
3094,062,073,108
3095,174,016,093
3096,102,151,132
3097,091,110,012
3098,087,095,066
3099,035,140,157
3100,098,092,153
3101,044,073,116
3102,167,124,134
3103,136,005,088
3104,101,134,088
3105,013,097,047
3106,061,099,026
3107,037,099,103
3108,110,079,160
3109,079,033,195
3110,053,001,106
3111,039,027,105
3112,105,188,185
3113,070,021,094
3114,132,079,090
3115,005,190,037
3116,174,099,111
3117,044,171,089
3118,098,142,171
3119,078,064,115
3120,132,143,091
3121,147,132,064
3122,131,170,199
3123,067,152,178
3124,182,105,035
3125,186,005,057
3126,028,068,163
3127,167,014,062
3128,036,057,075
3129,140,195,047
3130,148,044,107
3131,143,102,116
3132,153,029,192
3133,193,166,063
3134,024,117,041
3135,016,125,195
3136,003,083,006
3137,002,123,033
3138,034,161,101
3139,172,121,115
3140,062,064,149
3141,055,087,197
3142,098,080,044
3143,078,117,065
3144,197,084,063
3145,024,088,108
3146,172,094,108
3147,097,132,108
3148,026,017,024
3149,027,044,052
3150,056,045,081
3151,187,095,007
3152,164,037,087
3153,115,121,075
3154,009,188,183
3155,076,138,174
3156,190,101,191
3157,037,063,189
3158,167,150,191
3159,003,081,177
3160,120,194,143
3161,072,051,156
3162,071,046,011
3163,192,124,102
3164,084,136,013
3165,010,055,044
3166,021,051,143
3167,115,173,122
3168,075,089,088
3169,009,157,103
3170,186,184,157
3171,053,127,165
3172,047,104,053
3173,093,161,083
3174,007,055,196
3175,041,116,188
3176,152,049,120
3177,006,032,087
3178,106,062,064
3179,094,178,060
3180,089,147,014
3181,069,114,081
3182,087,092,032
3183,142,105,079
3184,082,150,070
3185,084,061,069
3186,032,132,144
3187,024,020,194
3188,005,166,083
3189,003,025,129
3190,152,029,093
3191,141,108,059
3192,072,136,129
3193,123,148,078
3194,137,029,134
3195,010,113,018
3196,116,156,193
3197,125,035,020
3198,007,027,148
3199,060,087,000
3200,088,101,029
3201,090,003,182
3202,079,191,044
3203,167,029,153
3204,091,081,163
3205,080,110,025
3206,174,001,057
3207,080,035,058
3208,156,066,103
3209,005,014,170
3210,117,122,070
3211,094,039,079
3212,004,110,127
3213,089,188,036
3214,136,061,042
3215,171,061,013
3216,198,005,182
3217,026,167,101
3218,131,021,046
